work_path	target_path	target_sha256	spec_sha256	rulebook_sha256	gap_sha256	judge_sha256	toolchain_sha256	result	evidence_path	evidence_sha256	verified_at
migration/items/B5-apps-screen-test.md	manager_flutter/test/apps_screen_test.dart	27f08eff6e8eeebc47c237949bfa8146434d40efc10977f02bc4f8398edd62af	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/B6-apps-channel-kt-test.md	manager/src/test/java/moe/shizuku/manager/flutter/AppsChannelTest.kt	0d61ad1ecc9a3b000132e37a3fc7e8e091980c95b56f2d4b9a1b7a7b7863fa81	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/C1-settings-channel-kt.md	manager/src/main/java/moe/shizuku/manager/flutter/SettingsChannel.kt	0115cce5c26724d6345d2bbe1010513e9f1a3441ada0832827d29478c9661839	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/C2-settings-models.md	manager_flutter/lib/settings/settings_models.dart	0364bca27fa72379e08adc71c20825cef86bf3137841fddd69c20311eb0b43a2	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/C3-settings-channel-dart.md	manager_flutter/lib/settings/settings_channel.dart	8d0f248c6ce679a2a57de39fbcfe7a4ac97d41bb8e73efa20b805fd06bb44313	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/C4-settings-screen.md	manager_flutter/lib/settings/settings_screen.dart	90e947a39938fa606d0daf617a4d720d1edc1a14ee27e901117e45627ccf7f86	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/C5-settings-screen-test.md	manager_flutter/test/settings_screen_test.dart	941be8b89067c8a8c6d8118e2ccd0293dbfe4e37357259d9b3869725939e14b2	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/C6-settings-channel-kt-test.md	manager/src/test/java/moe/shizuku/manager/flutter/SettingsChannelTest.kt	0192ef100a141f61add01f8d914238e2e6dec3d3f85258e8e1fc7647e74eec76	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/D1-terminal-channel-kt.md	manager/src/main/java/moe/shizuku/manager/flutter/TerminalChannel.kt	6aa625b27e0aa6411121b1de515470a1c922e27a25c41c3e53010e3ee650ffe9	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
migration/items/D2-terminal-models.md	manager_flutter/lib/terminal/terminal_models.dart	dee8318c18badd19a833d1d600e3136c04cbf5371cbad651f1ed44504dfe5560	3f3ee10d40b0f96b98e0ca7c0ccd6616f10f886ef6bcf130b230739ca1124ba3	e7dcc3c20adddbe5a41e6cead6d5514b480efca9b1ebb4ea24fd0b627749b568	7e0672ee7b2f10004be208d6cdeff3ec02e24ad3353c2696eda7114d0d166c8b	3dad077769a75ecf4c4e0dcc0412cd4b33bb1564ca07fe9a5e914b0002af95f8	b4ba109f42dcbaa5b9ae397a1f4bd2da7fa979382ccee1fa9f9339034abfc2f6	PASS	migration/evidence/wave2/flutter-test.log	abbd4067dcb3c543baf37cf939af16bcb888398794633391609bf780f0d4033c	2026-09-05T16:34:47Z
